Source Key,Zone,Mission,??? Item Type,Appraisal Result,Reference Source,itemid,is_equipment
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Flan Meat,FFXIclopedia,2175,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Sulfur,FFXIclopedia,1108,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Holy Basil,FFXIclopedia,1590,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Toolbag (Hira),FFXIclopedia,5312,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Troll Pauldron,FFXIclopedia,2160,N
LEBROS_CAVERN_APKALLU_BREEDING_EARRING,Lebros Cavern,Apkallu Breeding,??? Earring,Magnifying Earring,FFXIclopedia,15980,Y
LEBROS_CAVERN_APKALLU_BREEDING_EARRING,Lebros Cavern,Apkallu Breeding,??? Earring,Bone Earring,FFXIclopedia,13321,Y
LEBROS_CAVERN_APKALLU_BREEDING_EARRING,Lebros Cavern,Apkallu Breeding,??? Earring,Beetle Earring,FFXIclopedia,13323,Y
LEBROS_CAVERN_APKALLU_BREEDING_EARRING,Lebros Cavern,Apkallu Breeding,??? Earring,Elusive Earring,FFXIclopedia,14761,Y
LEBROS_CAVERN_APKALLU_BREEDING_EARRING,Lebros Cavern,Apkallu Breeding,??? Earring,Silver Earring,FFXIclopedia,13327,Y
LEBROS_CAVERN_APKALLU_BREEDING_EARRING,Lebros Cavern,Apkallu Breeding,??? Earring,Shell Earring,FFXIclopedia,13313,Y
LEBROS_CAVERN_APKALLU_BREEDING_SASH,Lebros Cavern,Apkallu Breeding,??? Sash,Grace Corset,FFXIclopedia,15897,Y
LEBROS_CAVERN_APKALLU_BREEDING_SASH,Lebros Cavern,Apkallu Breeding,??? Sash,Lugworm Belt,FFXIclopedia,15453,Y
LEBROS_CAVERN_APKALLU_BREEDING_SASH,Lebros Cavern,Apkallu Breeding,??? Sash,Silver Obi +1,FFXIclopedia,13224,Y
LEBROS_CAVERN_APKALLU_BREEDING_SASH,Lebros Cavern,Apkallu Breeding,??? Sash,Talisman Obi,FFXIclopedia,15881,Y
LEBROS_CAVERN_APKALLU_BREEDING_SASH,Lebros Cavern,Apkallu Breeding,??? Sash,Gleeman's Belt,FFXIclopedia,15293,Y
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Apkallu Egg,FFXIclopedia,5568,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Bomb Ash,FFXIclopedia,928,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Copper Ore,FFXIclopedia,640,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Flan Meat,FFXIclopedia,2175,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Iron Bullet Pouch,FFXIclopedia,5353,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Red Rock,FFXIclopedia,769,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Silver Bullet Pouch,FFXIclopedia,5340,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Sulfur,FFXIclopedia,1108,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Troll Bronze Ingot,FFXIclopedia,2302,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Spartan Bullet Pouch,FFXIclopedia,5341,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Troll Pauldron,FFXIclopedia,2160,N
LEBROS_CAVERN_APKALLU_BREEDING_BOX,Lebros Cavern,Apkallu Breeding,??? Box,Holy Basil,FFXIclopedia,1590,N
LEBROS_CAVERN_WAMOURA_FARM_RAID_BOX,Lebros Cavern,Wamoura Farm Raid,??? Box,Bomb Ash,BGWiki,928,N
LEBROS_CAVERN_WAMOURA_FARM_RAID_BOX,Lebros Cavern,Wamoura Farm Raid,??? Box,Copper Ore,BGWiki,640,N
LEBROS_CAVERN_WAMOURA_FARM_RAID_BOX,Lebros Cavern,Wamoura Farm Raid,??? Box,Flan Meat,BGWiki,2175,N
LEBROS_CAVERN_WAMOURA_FARM_RAID_BOX,Lebros Cavern,Wamoura Farm Raid,??? Box,Red Rock,BGWiki,769,N
LEBROS_CAVERN_WAMOURA_FARM_RAID_BOX,Lebros Cavern,Wamoura Farm Raid,??? Box,Sulfur,BGWiki,1108,N
LEBROS_CAVERN_WAMOURA_FARM_RAID_AXE,Lebros Cavern,Wamoura Farm Raid,??? Axe,Pickaxe,BGWiki,605,N
LEBROS_CAVERN_WAMOURA_FARM_RAID_POLEARM,Lebros Cavern,Wamoura Farm Raid,??? Polearm,Brass Zaghnal,BGWiki,16769,Y
LEBROS_CAVERN_WAMOURA_FARM_RAID_POLEARM,Lebros Cavern,Wamoura Farm Raid,??? Polearm,Flan Smasher,BGWiki,18843,Y
LEBROS_CAVERN_WAMOURA_FARM_RAID_POLEARM,Lebros Cavern,Wamoura Farm Raid,??? Polearm,Holly Pole +1,BGWiki,17124,Y
LEBROS_CAVERN_WAMOURA_FARM_RAID_POLEARM,Lebros Cavern,Wamoura Farm Raid,??? Polearm,Spark Spear,BGWiki,18076,Y
LEBROS_CAVERN_WAMOURA_FARM_RAID_POLEARM,Lebros Cavern,Wamoura Farm Raid,??? Polearm,Willow Wand +1,BGWiki,17138,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_EARRING,Lebros Cavern,Operation: Black Pearl,??? Earring,Bone Earring,FFXIclopedia,13321,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_EARRING,Lebros Cavern,Operation: Black Pearl,??? Earring,Beetle Earring,FFXIclopedia,13323,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_EARRING,Lebros Cavern,Operation: Black Pearl,??? Earring,Shell Earring,FFXIclopedia,13313,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_EARRING,Lebros Cavern,Operation: Black Pearl,??? Earring,Epsilon Earring,FFXIclopedia,15987,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_SASH,Lebros Cavern,Operation: Black Pearl,??? Sash,Lugworm Belt,FFXIclopedia,15453,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_SASH,Lebros Cavern,Operation: Black Pearl,??? Sash,Silver Obi +1,FFXIclopedia,13224,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_SASH,Lebros Cavern,Operation: Black Pearl,??? Sash,Talisman Obi,FFXIclopedia,15881,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_SASH,Lebros Cavern,Operation: Black Pearl,??? Sash,Lambda Sash,FFXIclopedia,15902,Y
LEBROS_CAVERN_OPERATION_BLACK_PEARL_BOX,Lebros Cavern,Operation: Black Pearl,??? Box,Copper Ore,FFXIclopedia,640,N
LEBROS_CAVERN_OPERATION_BLACK_PEARL_BOX,Lebros Cavern,Operation: Black Pearl,??? Box,Flan Meat,FFXIclopedia,2175,N
LEBROS_CAVERN_OPERATION_BLACK_PEARL_BOX,Lebros Cavern,Operation: Black Pearl,??? Box,Holy Basil,FFXIclopedia,1590,N
LEBROS_CAVERN_OPERATION_BLACK_PEARL_BOX,Lebros Cavern,Operation: Black Pearl,??? Box,Spartan Bullet Pouch,FFXIclopedia,5341,N
LEBROS_CAVERN_OPERATION_BLACK_PEARL_BOX,Lebros Cavern,Operation: Black Pearl,??? Box,Troll Pauldron,FFXIclopedia,2160,N
PERIQIA_SEAGULL_GROUNDED_GLOVES,Periqia,Seagull Grounded,??? Gloves,Storm Manopolas,FFXIclopedia,14936,Y
PERIQIA_SEAGULL_GROUNDED_GLOVES,Periqia,Seagull Grounded,??? Gloves,Cuffs,FFXIclopedia,12728,Y
PERIQIA_SEAGULL_GROUNDED_GLOVES,Periqia,Seagull Grounded,??? Gloves,Cotton Gloves,FFXIclopedia,12721,Y
PERIQIA_SEAGULL_GROUNDED_GLOVES,Periqia,Seagull Grounded,??? Gloves,Leather Gloves,FFXIclopedia,12696,Y
PERIQIA_SEAGULL_GROUNDED_GLOVES,Periqia,Seagull Grounded,??? Gloves,Bronze Mittens +1,FFXIclopedia,12695,Y
PERIQIA_SEAGULL_GROUNDED_SWORD,Periqia,Seagull Grounded,??? Sword,Kosetsusamonji,BGWiki,18434,Y
PERIQIA_SEAGULL_GROUNDED_SWORD,Periqia,Seagull Grounded,??? Sword,Gust Claymore,BGWiki,18366,Y
PERIQIA_SEAGULL_GROUNDED_SWORD,Periqia,Seagull Grounded,??? Sword,Uchigatana +1,BGWiki,16978,Y
PERIQIA_REQUIEM_GLOVES,Periqia,Requiem,??? Gloves,Storm Gages,FFXIclopedia,14937,Y
PERIQIA_REQUIEM_GLOVES,Periqia,Requiem,??? Gloves,Cuffs,FFXIclopedia,12728,Y
PERIQIA_REQUIEM_GLOVES,Periqia,Requiem,??? Gloves,Bronze Mittens +1,FFXIclopedia,12695,Y
PERIQIA_REQUIEM_GLOVES,Periqia,Requiem,??? Gloves,Leather Gloves,FFXIclopedia,12696,Y
PERIQIA_REQUIEM_GLOVES,Periqia,Requiem,??? Gloves,Cotton Gloves,FFXIclopedia,12721,Y
PERIQIA_REQUIEM_POLEARM,Periqia,Requiem,??? Polearm,Puk Lance,FFXIclopedia,18112,Y
PERIQIA_REQUIEM_POLEARM,Periqia,Requiem,??? Polearm,Willow Wand +1,FFXIclopedia,17138,Y
PERIQIA_REQUIEM_POLEARM,Periqia,Requiem,??? Polearm,Brass Zaghnal,FFXIclopedia,16769,Y
PERIQIA_REQUIEM_POLEARM,Periqia,Requiem,??? Polearm,Holly Staff +1,FFXIclopedia,17125,Y
PERIQIA_REQUIEM_POLEARM,Periqia,Requiem,??? Polearm,Spark Spear,FFXIclopedia,18076,Y
PERIQIA_REQUIEM_AXE,Periqia,Requiem,??? Axe,Pickaxe,FFXIclopedia,605,N
PERIQIA_REQUIEM_BOX,Periqia,Requiem,??? Box,Igneous Rock,BGWiki,1654,N
PERIQIA_REQUIEM_BOX,Periqia,Requiem,??? Box,Rotten Quiver,BGWiki,4196,N
PERIQIA_REQUIEM_BOX,Periqia,Requiem,??? Box,Bone Chip,BGWiki,880,N
PERIQIA_REQUIEM_BOX,Periqia,Requiem,??? Box,Cleaning Tool Set,BGWiki,113,N
PERIQIA_REQUIEM_BOX,Periqia,Requiem,??? Box,Dragon Scales,BGWiki,867,N
PERIQIA_SAVING_PRIVATE_RYAAF_SHIELD,Periqia,Saving Private Ryaaf,??? Shield,Storm Shield,ClassicFFXI,16165,Y
PERIQIA_SAVING_PRIVATE_RYAAF_SHIELD,Periqia,Saving Private Ryaaf,??? Shield,Maple Shield,ClassicFFXI,12290,Y
PERIQIA_SAVING_PRIVATE_RYAAF_SHIELD,Periqia,Saving Private Ryaaf,??? Shield,Mahogany Shield,ClassicFFXI,12292,Y
PERIQIA_SAVING_PRIVATE_RYAAF_SHIELD,Periqia,Saving Private Ryaaf,??? Shield,Lauan Shield,ClassicFFXI,12289,Y
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Cleaning Tool Set,ClassicFFXI,113,N
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Brz. Subligar +1,ClassicFFXI,12823,Y
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Slacks,ClassicFFXI,12864,Y
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Slops,ClassicFFXI,12856,Y
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Igneous Rock,ClassicFFXI,1654,N
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Rotten Quiver,ClassicFFXI,4196,N
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Bone Chip,ClassicFFXI,880,N
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Leather Trousers,ClassicFFXI,12824,Y
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Gold Ore,ClassicFFXI,737,
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Qiqirn Sandbag,ClassicFFXI,2153,N
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Apple Mint,ClassicFFXI,1523,N
PERIQIA_SAVING_PRIVATE_RYAAF_BOX,Periqia,Saving Private Ryaaf,??? Box,Acid Bolt Quiver,ClassicFFXI,5335,N
PERIQIA_SAVING_PRIVATE_RYAAF_AXE,Periqia,Saving Private Ryaaf,??? Axe,Pickaxe,ClassicFFXI,605,N
PERIQIA_SAVING_PRIVATE_RYAAF_POLEARM,Periqia,Saving Private Ryaaf,??? Polearm,Brass Zaghnal,ClassicFFXI,16769,Y
PERIQIA_SAVING_PRIVATE_RYAAF_POLEARM,Periqia,Saving Private Ryaaf,??? Polearm,Holly Pole +1,ClassicFFXI,17124,Y
PERIQIA_SAVING_PRIVATE_RYAAF_POLEARM,Periqia,Saving Private Ryaaf,??? Polearm,Spark Spear,ClassicFFXI,18076,Y
PERIQIA_SAVING_PRIVATE_RYAAF_POLEARM,Periqia,Saving Private Ryaaf,??? Polearm,Willow Wand +1,ClassicFFXI,17138,Y
PERIQIA_SAVING_PRIVATE_RYAAF_POLEARM,Periqia,Saving Private Ryaaf,??? Polearm,Yigit Staff,ClassicFFXI,18582,Y
PERIQIA_SHOOTING_DOWN_THE_BARON_BOW,Periqia,Shooting Down the Baron,??? Bow,Crossbow +1,FFXIclopedia,17225,Y
PERIQIA_SHOOTING_DOWN_THE_BARON_BOW,Periqia,Shooting Down the Baron,??? Bow,Longbow +1,FFXIclopedia,17177,Y
PERIQIA_SHOOTING_DOWN_THE_BARON_BOW,Periqia,Shooting Down the Baron,??? Bow,Culverin,FFXIclopedia,17252,Y
PERIQIA_SHOOTING_DOWN_THE_BARON_BOW,Periqia,Shooting Down the Baron,??? Bow,Culverin +1,FFXIclopedia,18147,Y
PERIQIA_SHOOTING_DOWN_THE_BARON_BOW,Periqia,Shooting Down the Baron,??? Bow,Storm Zamburak,FFXIclopedia,18684,Y
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Apple Mint,FFXIclopedia,1523,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Bone Chip,FFXIclopedia,880,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Bronze Bolt Quiver,FFXIclopedia,4227,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Cleaning Tool Set,FFXIclopedia,113,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Igneous Rock,FFXIclopedia,1654,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Imp Wing,FFXIclopedia,2163,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Karakul Cloth,FFXIclopedia,2288,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Qiqirn Sandbag,FFXIclopedia,2153,N
PERIQIA_SHOOTING_DOWN_THE_BARON_BOX,Periqia,Shooting Down the Baron,??? Box,Rotten Quiver,FFXIclopedia,4196,N
PERIQIA_BUILDING_BRIDGES_BOX,Periqia,Building Bridges,??? Box,Bone Chip,BGWiki,880,N
PERIQIA_BUILDING_BRIDGES_BOX,Periqia,Building Bridges,??? Box,Cleaning Tool Set,BGWiki,113,N
PERIQIA_BUILDING_BRIDGES_BOX,Periqia,Building Bridges,??? Box,Igneous Rock,BGWiki,1654,N
PERIQIA_BUILDING_BRIDGES_BOX,Periqia,Building Bridges,??? Box,Imp Wing,BGWiki,2163,N
PERIQIA_BUILDING_BRIDGES_BOX,Periqia,Building Bridges,??? Box,Rotten Quiver,BGWiki,4196,N
PERIQIA_BUILDING_BRIDGES_AXE,Periqia,Building Bridges,??? Axe,Blizzard Toporok,BGWiki,18225,Y
PERIQIA_BUILDING_BRIDGES_AXE,Periqia,Building Bridges,??? Axe,Hatchet,BGWiki,1021,N
PERIQIA_BUILDING_BRIDGES_AXE,Periqia,Building Bridges,??? Axe,Marid Ancus,BGWiki,17950,Y
PERIQIA_BUILDING_BRIDGES_AXE,Periqia,Building Bridges,??? Axe,Prominence Axe,BGWiki,18220,Y
PERIQIA_BUILDING_BRIDGES_AXE,Periqia,Building Bridges,??? Axe,Tomahawk +1,BGWiki,17943,Y
PERIQIA_BUILDING_BRIDGES_POLEARM,Periqia,Building Bridges,??? Polearm,Sickle,BGWiki,1020,N
PERIQIA_STOP_THE_BLOODSHED_CAPE,Periqia,Stop the Bloodshed,??? Cape,Lizard Mantle +1,FFXIclopedia,13608,Y
PERIQIA_STOP_THE_BLOODSHED_CAPE,Periqia,Stop the Bloodshed,??? Cape,Dhalmel Mantle +1,FFXIclopedia,13600,Y
PERIQIA_STOP_THE_BLOODSHED_CAPE,Periqia,Stop the Bloodshed,??? Cape,Cotton Cape +1,FFXIclopedia,13601,Y
PERIQIA_STOP_THE_BLOODSHED_CAPE,Periqia,Stop the Bloodshed,??? Cape,Templar's Mantle,FFXIclopedia,13679,Y
PERIQIA_STOP_THE_BLOODSHED_CAPE,Periqia,Stop the Bloodshed,??? Cape,Aileron Mantle,FFXIclopedia,16221,Y
PERIQIA_STOP_THE_BLOODSHED_SWORD,Periqia,Stop the Bloodshed,??? Sword,Gust Claymore,FFXIclopedia,18366,Y
PERIQIA_STOP_THE_BLOODSHED_SWORD,Periqia,Stop the Bloodshed,??? Sword,Uchigatana +1,FFXIclopedia,16978,Y
PERIQIA_STOP_THE_BLOODSHED_SWORD,Periqia,Stop the Bloodshed,??? Sword,Immortal's Shotel,FFXIclopedia,17726,Y
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Cleaning Tool Set,FFXIclopedia,113,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Igneous Rock,FFXIclopedia,1654,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Rotten Quiver,FFXIclopedia,4196,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Apple Mint,FFXIclopedia,1523,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Qiqirn Sandbag,FFXIclopedia,2153,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Imp Wing,FFXIclopedia,2163,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Blind Bolt Quiver,FFXIclopedia,5334,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Mythril Bolt Quiver,FFXIclopedia,4228,N
PERIQIA_STOP_THE_BLOODSHED_BOX,Periqia,Stop the Bloodshed,??? Box,Venom Bolt Quiver,FFXIclopedia,5338,N
PERIQIA_STOP_THE_BLOODSHED_POLEARM,Periqia,Stop the Bloodshed,??? Polearm,Spark Spear,FFXIclopedia,18076,Y
PERIQIA_STOP_THE_BLOODSHED_POLEARM,Periqia,Stop the Bloodshed,??? Polearm,Spark Lance,FFXIclopedia,18078,Y
PERIQIA_DEFUSE_THE_THREAT_POLEARM,Periqia,Defuse the Threat,??? Polearm,Jadagna -1,FFXIclopedia,18409,Y
PERIQIA_DEFUSE_THE_THREAT_NECKLACE,Periqia,Defuse the Threat,??? Necklace,Gorget +1,FFXIclopedia,13065,Y
PERIQIA_DEFUSE_THE_THREAT_NECKLACE,Periqia,Defuse the Threat,??? Necklace,Feather Collar,FFXIclopedia,13075,Y
PERIQIA_DEFUSE_THE_THREAT_NECKLACE,Periqia,Defuse the Threat,??? Necklace,Philomath Stole,FFXIclopedia,13176,Y
PERIQIA_DEFUSE_THE_THREAT_NECKLACE,Periqia,Defuse the Threat,??? Necklace,Sniper's Collar,FFXIclopedia,15517,Y
PERIQIA_DEFUSE_THE_THREAT_GLOVES,Periqia,Defuse the Threat,??? Gloves,Beak Gloves +1,FFXIclopedia,13960,Y
PERIQIA_DEFUSE_THE_THREAT_GLOVES,Periqia,Defuse the Threat,??? Gloves,Ice Gauntlets,FFXIclopedia,14952,Y
PERIQIA_DEFUSE_THE_THREAT_BOX,Periqia,Defuse the Threat,??? Box,Apple Mint,FFXIclopedia,1523,N
PERIQIA_DEFUSE_THE_THREAT_BOX,Periqia,Defuse the Threat,??? Box,Bronze Bolt Quiver,FFXIclopedia,4227,N
PERIQIA_DEFUSE_THE_THREAT_BOX,Periqia,Defuse the Threat,??? Box,Bone Chip,FFXIclopedia,880,N
PERIQIA_DEFUSE_THE_THREAT_BOX,Periqia,Defuse the Threat,??? Box,Blind Bolt Quiver,FFXIclopedia,5334,N
PERIQIA_DEFUSE_THE_THREAT_BOX,Periqia,Defuse the Threat,??? Box,Cleaning Tool Set,FFXIclopedia,113,N
PERIQIA_DEFUSE_THE_THREAT_BOX,Periqia,Defuse the Threat,??? Box,Igneous Rock,FFXIclopedia,1654,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Acid Bolt Quiver,FFXIclopedia,5335,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Apple Mint,FFXIclopedia,1523,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Blind Bolt Quiver,FFXIclopedia,5334,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Bloody Bolt Quiver,FFXIclopedia,5339,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Igneous Rock,FFXIclopedia,1654,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Imp Wing,FFXIclopedia,2163,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Karakul Cloth,FFXIclopedia,2288,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Mythril Bolt Quiver,FFXIclopedia,4228,N
PERIQIA_OPERATION_SNAKE_EYES_BOX,Periqia,Operation: Snake Eyes,??? Box,Qiqirn Sandbag,FFXIclopedia,2153,N
PERIQIA_OPERATION_SNAKE_EYES_NECKLACE,Periqia,Operation: Snake Eyes,??? Necklace,Gorget +1,FFXIclopedia,13065,Y
PERIQIA_OPERATION_SNAKE_EYES_NECKLACE,Periqia,Operation: Snake Eyes,??? Necklace,Feather Collar,FFXIclopedia,13075,Y
PERIQIA_OPERATION_SNAKE_EYES_NECKLACE,Periqia,Operation: Snake Eyes,??? Necklace,Chi Necklace,FFXIclopedia,15535,Y
PERIQIA_OPERATION_SNAKE_EYES_RING,Periqia,Operation: Snake Eyes,??? Ring,Copper Ring,FFXIclopedia,13454,Y
PERIQIA_OPERATION_SNAKE_EYES_RING,Periqia,Operation: Snake Eyes,??? Ring,Brass Ring,FFXIclopedia,13465,Y
PERIQIA_OPERATION_SNAKE_EYES_RING,Periqia,Operation: Snake Eyes,??? Ring,Pi Ring,FFXIclopedia,15797,Y
PERIQIA_WAKE_THE_PUPPET_EARRING,Periqia,Wake the Puppet,??? Earring,Beetle Earring,FFXIclopedia,13323,Y
PERIQIA_WAKE_THE_PUPPET_EARRING,Periqia,Wake the Puppet,??? Earring,Beta Earring,FFXIclopedia,15988,Y
PERIQIA_WAKE_THE_PUPPET_EARRING,Periqia,Wake the Puppet,??? Earring,Silver Earring,FFXIclopedia,13327,Y
PERIQIA_WAKE_THE_PUPPET_SASH,Periqia,Wake the Puppet,??? Sash,Talisman Obi,FFXIclopedia,15881,Y
PERIQIA_WAKE_THE_PUPPET_SASH,Periqia,Wake the Puppet,??? Sash,Zeta Sash,FFXIclopedia,15901,Y
PERIQIA_WAKE_THE_PUPPET_SASH,Periqia,Wake the Puppet,??? Sash,Silver Obi +1,FFXIclopedia,13224,Y
PERIQIA_WAKE_THE_PUPPET_SASH,Periqia,Wake the Puppet,??? Sash,Lugworm Belt,FFXIclopedia,15453,Y
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Acid Bolt Quiver,FFXIclopedia,5335,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Apple Mint,FFXIclopedia,1523,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Bone Chip,FFXIclopedia,880,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Karakul Cloth,FFXIclopedia,2288,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Qiqirn Sandbag,FFXIclopedia,2153,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Rotten Quiver,FFXIclopedia,4196,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Scorpion Quiver,FFXIclopedia,4223,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Sleep Bolt Quiver,FFXIclopedia,5337,N
PERIQIA_WAKE_THE_PUPPET_BOX,Periqia,Wake the Puppet,??? Box,Target Marker,FFXIclopedia,2326,N
PERIQIA_THE_PRICE_IS_RIGHT_GLOVES,Periqia,The Price is Right,??? Gloves,Breeder Mufflers,FFXIclopedia,15001,Y
PERIQIA_THE_PRICE_IS_RIGHT_GLOVES,Periqia,The Price is Right,??? Gloves,Cotton Gloves,FFXIclopedia,12721,Y
PERIQIA_THE_PRICE_IS_RIGHT_GLOVES,Periqia,The Price is Right,??? Gloves,Leather Gloves,FFXIclopedia,12696,Y
PERIQIA_THE_PRICE_IS_RIGHT_GLOVES,Periqia,The Price is Right,??? Gloves,Bronze Mittens +1,FFXIclopedia,12695,Y
PERIQIA_THE_PRICE_IS_RIGHT_EARRING,Periqia,The Price is Right,??? Earring,Bone Earring,FFXIclopedia,13321,Y
PERIQIA_THE_PRICE_IS_RIGHT_EARRING,Periqia,The Price is Right,??? Earring,Beetle Earring,FFXIclopedia,13323,Y
PERIQIA_THE_PRICE_IS_RIGHT_EARRING,Periqia,The Price is Right,??? Earring,Shell Earring,FFXIclopedia,13313,Y
PERIQIA_THE_PRICE_IS_RIGHT_EARRING,Periqia,The Price is Right,??? Earring,Carline Earring,FFXIclopedia,15995,Y
